a1,22579.974
a a ɾ1 o1 n1,1.366157
a b1 a1 d1,2.103276
a b a d1 i1 a,2.483725
a b1 a1 x o,229.12953
a b a n d1 o1 n a,7.615458
a b a n d o n1 a1 d a,6.394132
a b a n d o n1 a1 d a s,1.089467
a b a n d o n1 a1 d o,20.500995
a b a n d o n1 a1 d o s,3.039266
a b a n d o n1 a1 m o s,2.120569
a b a n d1 o1 n a n,2.680434
a b a n d o n1 a1 n1 d o,2.684757
a b a n d o n1 a1 ɾ1,26.004531
a b a n d o n1 a1 ɾ a,1.128376
a b a n d o n a ɾ1 a1,1.993032
a b a n d o n a ɾ1 e1,2.632878
a b a n d o n a ɾ1 i1 a,1.50234
a b a n d o n1 a1 ɾ1 l a,2.580998
a b a n d o n1 a1 ɾ1 l o,3.856366
a b a n d o n1 a1 ɾ1 l o s,1.577997
a b a n d o n1 a1 ɾ1 m e,3.713698
a b a n d o n1 a1 ɾ1 n o s,1.264559
a b a n d o n1 a1 ɾ o n,3.605616
a b a n d o n1 a1 ɾ1 t e,2.490209
a b a n d1 o1 n a s,2.379966
a b a n d o n1 a1 s1 t e,4.305987
a b a n d1 o1 n e,5.017167
a b a n d o n1 e1,3.778547
a b a n d1 o1 n e n,3.865013
a b a n d1 o1 n e s,3.776385
a b a n d1 o1 n o,5.938025
a b a n d o n1 o1,13.665889
a b a n1 i1 k o,1.52828
a b1 a1 ɾ1 k a,1.160801
a b a s t e s i m1 i1 e1 n1 t o,1.428844
a b a t1 i1 d o,2.574513
a b d1 o1 m e n,3.780709
a b d o m i n1 a1 l1,2.691242
a b d o m i n1 a1 l e s,2.518311
a b1 e1 x a,6.346575
a b1 e1 x a s,8.214232
a b e r a s1 i1 o1 n1,1.091628
a b e ɾ t1 u1 ɾ a,2.049235
a b1 i1 e1 ɾ1 t a,42.439481
a b i e ɾ t a m1 e1 n1 t e,3.875821
a b1 i1 e1 ɾ1 t a s,8.199101
a b1 i1 e1 ɾ1 t o,46.237482
a b1 i1 e1 ɾ1 t o s,17.353647
a b1 i1 s1 m o,6.560578
a b o g a s1 i1 a,1.23862
a b o g1 a1 d a,10.879535
a b o g1 a1 d o,109.489234
a b o g1 a1 d o s,26.769751
a b o m i n1 a1 b l e,1.89792
a b o m i n a s1 i1 o1 n1,1.917375
a b1 o1 n o,2.057881
a b o ɾ d1 a1 x e,1.510986
a b o ɾ d1 a1 n1 d o,1.193225
a b o ɾ d1 a1 ɾ1,4.725345
a b1 o1 ɾ1 d o,4.725345
a b o ɾ t1 a1 ɾ1,3.78287
a b1 o1 ɾ1 t e n,1.450461
a b1 o1 ɾ1 t o,6.839429
a b1 o1 ɾ1 t o s,1.372641
a1 b ɾ a,30.617471
a b ɾ a k a d1 a1 b ɾ a,1.441814
a b ɾ a a1 m1,6.212554
a1 b ɾ a l a,1.316439
a1 b ɾ a l o,1.327247
a b1 ɾ1 a1 m o s,2.120569
a1 b ɾ a n,32.716423
a1 b ɾ a s,7.840269
a b1 ɾ1 a1 s a,2.462108
a b ɾ a s1 a1 d o,1.035426
a b1 ɾ1 a1 s a m e,10.170517
a b ɾ a s1 a1 n1 d o,1.361833
a b ɾ a s1 a1 ɾ1,3.860689
a b ɾ a s1 a1 ɾ1 l a,1.93683
a b ɾ a s1 a1 ɾ1 l o,1.575836
a b ɾ a s1 a1 ɾ1 m e,2.632878
a b ɾ a s1 a1 ɾ1 t e,5.481919
a b1 ɾ1 a1 s o,16.123674
a b ɾ a s1 o1,1.584482
a b1 ɾ1 a1 s o s,3.350542
a1 b ɾ e,96.990631
a1 b ɾ e l a,7.079371
a1 b ɾ e l o,9.139414
a1 b ɾ e l o s,1.368318
a1 b ɾ e m e,2.472916
a1 b ɾ e n,6.975613
a1 b ɾ e s,7.163675
a1 b ɾ e t e,2.271884
a b1 ɾ1 i1,8.220717
a b1 ɾ1 i1 a,2.336733
a b1 ɾ1 i1 d1,5.378161
a b1 ɾ1 i1 e1 n1 d o,7.107473
a b1 ɾ1 i1 e1 n1 d o s e,1.859011
a b1 ɾ1 i1 e1 ɾ a,2.140024
a b1 ɾ1 i1 e1 ɾ o n,5.157673
a b1 ɾ1 i1 g o,34.396018
a b1 ɾ1 i1 g o s,4.388129
a b1 ɾ1 i1 l1,15.769165
a b1 ɾ1 i1 m o s,6.798358
a b1 ɾ1 i1 o1,17.868117
a b1 ɾ1 i1 ɾ1,66.418555
a b ɾ i ɾ1 a1,5.486243
a b ɾ i ɾ1 a1 n1,2.036265
a b ɾ i ɾ1 e1,6.08934
a b ɾ i ɾ1 e1 m o s,3.043589
a b ɾ i ɾ1 i1 a,1.11973
a b1 ɾ1 i1 ɾ1 l a,10.579067
a b1 ɾ1 i1 ɾ1 l a s,1.296984
a b1 ɾ1 i1 ɾ1 l e,3.802325
a b1 ɾ1 i1 ɾ1 l o,10.365064
a b1 ɾ1 i1 ɾ1 l o s,1.807131
a b1 ɾ1 i1 ɾ1 m e,4.232491
a b1 ɾ1 i1 ɾ1 n o s,1.513148
a b1 ɾ1 i1 ɾ1 s e,7.57871
a b1 ɾ1 i1 ɾ1 t e,3.730991
a b1 ɾ1 i1 s1 t e,3.877982
a1 b ɾ o,8.320153
a b1 ɾ1 o1 tʃ a t e,2.550735
a b1 ɾ1 o1 tʃ e n s e,2.191903
a b ɾ u m1 a1 d a,1.141346
a b ɾ u m1 a1 d o,1.809293
a b ɾ u m a d1 o1 ɾ1,1.508825
a b ɾ u m a d1 o1 ɾ a,1.188902
a b s o l u s1 i1 o1 n1,2.01681
a b s o l u t a m1 e1 n1 t e,54.276622
a b s o l1 u1 t o,52.197124
a b s1 o1 ɾ1 b e,1.817939
a b s o ɾ b1 e1 ɾ1,1.824424
a b s o ɾ b1 i1 d o,1.23862
a b s t i n1 e1 n1 s i a,2.70205
a b s t1 ɾ1 a1 k1 t o,1.346702
a b s1 u1 e1 l1 t o,1.603937
a b s1 u1 ɾ1 d a,4.554576
a b s1 u1 ɾ1 d a s,1.655816
a b s1 u1 ɾ1 d o,19.539065
a b1 u1 e1 l a,86.73581
a b1 u1 e1 l a s,1.221327
a b u e l1 i1 t a,6.74864
a b u e l1 i1 t o,2.073013
a b1 u1 e1 l o,80.296284
a b1 u1 e1 l o s,6.551931
a b1 u1 n1 d a n,1.0246170000000001
a b u n d1 a1 n1 s i a,3.465109
a b u n d1 a1 n1 t e,2.109761
a b1 u1 r e,3.774224
a b1 u1 r e n,1.374803
a b1 u1 r e s,2.06869
a b u r1 i1 d a,13.196813
a b u r1 i1 d a s,3.013326
a b u r1 i1 d o,31.717746000000002
a b u r1 i1 d o s,4.267078
a b u r1 i1 e1 n1 d o,1.951961
a b u r i m1 i1 e1 n1 t o,4.956641
a b u r1 i1 ɾ1 m e,1.606099
a b u r1 i1 ɾ1 t e,1.498017
a b1 u1 r o,3.166803
a b1 u1 s a,1.0440719999999999
a b u s1 a1 d o,1.62123
a b u s a d1 o1 ɾ1,1.21268
a b u s1 a1 n1 d o,1.418036
a b u s1 a1 ɾ1,2.950639
a b u s1 i1 b o,1.095952
a b1 u1 s o,8.832462
a b u s1 o1,1.191064
a b1 u1 s o s,2.857688
a k1 a1,137.488959
a k1 a1 b a,142.225112
a k a b1 a1 b a,9.991101
a k a b1 a1 b a m o s,1.061365
a k a b1 a1 b a n,1.411551
a k a b1 a1 d a,4.435686
a k a b1 a1 d o,64.313117
a k a b1 a1 d o s,4.167642
a k1 a1 b a l o,2.792839
a k a b1 a1 m o s,33.885871
a k1 a1 b a n,32.059285
a k a b1 a1 n1 d o,7.351738
a k a b1 a1 ɾ1,61.273851
a k a b1 a1 ɾ a,4.19142
a k a b a ɾ1 a1,15.834014
a k a b a ɾ1 a1 n1,3.642364
a k a b a ɾ1 a1 s1,4.77074
a k a b a ɾ1 e1,5.855883
a k a b a ɾ1 e1 m o s,4.801003
a k a b a ɾ1 i1 a,5.12741
a k a b1 a1 ɾ1 l o,2.836072
a k a b1 a1 ɾ o n,13.15358
a k a b1 a1 ɾ1 s e,2.591807
a k1 a1 b a s,43.180923
a k a b1 a1 s1 t e,5.02149
a k1 a1 b e,26.404434
a k a b1 e1,8.134252
a k a b1 e1 m o s,8.782744
a k1 a1 b e n,4.710214
a k1 a1 b e s,4.329765
a k1 a1 b o,126.810457
a k a b1 o1,113.362893
a k a d1 e1 m i a,15.488152
a k a d1 e1 m i k a,1.35751
a k a d1 e1 m i k o,2.853365
a k a m p1 a1 ɾ1,4.271401
a k a m p a ɾ1 e1 m o s,1.013809
a k a n t i l1 a1 d o,3.791517
a k a n t i l1 a1 d o s,1.232135
a k a ɾ1 i1 s i a,1.232135
a k a ɾ i s1 i1 a1 ɾ1,1.433167
a k1 a1 s o,68.627751
a k s1 e1 d e,1.426682
a k s e d1 e1 ɾ1,9.761967
a k s e d1 i1,1.333732
a k s e d1 i1 d o,2.304308
a k s e d1 i1 o1,2.572352
a k s e s1 i1 b l e,1.809293
a k s1 e1 s o,41.181406
a k s e s1 o1 ɾ i o,1.273206
a k s e s1 o1 ɾ i o s,2.868496
a k s1 e1 s o s,1.098113
a k s i d e n t1 a1 l1,3.936347
a k s i d e n t a l m1 e1 n1 t e,6.519507
a k s i d1 e1 n1 t e,111.140727
a k s i d1 e1 n1 t e s,10.576905
a k s1 i1 o1 n1,67.633396
a k s1 i1 o1 n e s,36.280968
a k s i o n1 i1 s1 t a,1.208357
a k s i o n1 i1 s1 t a s,3.54509
a s1 e1 tʃ a,1.673109
a s e tʃ1 a1 n1 d o,1.904405
a s1 e1 tʃ o,1.934668
a s1 e1 i1 t e,20.751745
a s e i t1 u1 n a s,2.526957
a s e l1 e1 ɾ a,7.32796
a s e l e ɾ a s1 i1 o1 n1,1.802808
a s e l e ɾ1 a1 d o,2.686919
a s e l e ɾ a d1 o1 ɾ1,5.205229
a s e l e ɾ1 a1 n1 d o,1.867657
a s e l e ɾ1 a1 ɾ1,4.347058
a s1 e1 n1 t o,13.110347
a s1 e1 p1 t a,20.531258
a s e p t1 a1 b a,1.606099
a s e p t1 a1 b l e,5.966127
a s e p t a s1 i1 o1 n1,2.83391
a s e p t1 a1 d a,3.832588
a s e p t1 a1 d a s,1.072174
a s e p t1 a1 d o,15.60488
a s1 e1 p1 t a l o,7.0599170000000004
a s e p t1 a1 m o s,6.41791
a s1 e1 p1 t a n,6.219039
a s e p t1 a1 n1 d o,2.747445
a s e p t1 a1 ɾ1,45.87865
a s e p t1 a1 ɾ a,2.511826
a s e p t a ɾ1 a1,5.170643
a s e p t a ɾ1 a1 n1,1.964931
a s e p t a ɾ1 a1 s1,1.351025
a s e p t a ɾ1 e1,7.142059
a s e p t a ɾ1 e1 m o s,1.219165
a s e p t a ɾ1 i1 a,5.040945
a s e p t a ɾ1 i1 a s,1.162962
a s e p t1 a1 ɾ1 l a,3.575353
a s e p t1 a1 ɾ1 l o,22.372975
a s e p t1 a1 ɾ1 l o s,1.033264
a s e p t1 a1 ɾ1 m e,1.768222
a s e p t1 a1 ɾ o n,3.893114
a s e p t1 a1 ɾ1 t e,1.130538
a s1 e1 p1 t a s,10.157547
a s e p t1 a1 s1 t e,3.419715
a s1 e1 p1 t e,9.161031
a s e p t1 e1,7.023169
a s1 e1 p1 t e l o,1.113245
a s e p t1 e1 m o s l o,1.003001
a s1 e1 p1 t e n,2.580998
a s1 e1 p1 t e s,3.402422
a s1 e1 p1 t o,27.420405
a s e p t1 o1,9.612814
a s1 e1 ɾ a,6.623265
a s1 e1 ɾ1 k a,160.588245
a s e ɾ k1 a1 b a,2.950639
a s e ɾ k1 a1 d o,2.47724
a s1 e1 ɾ1 k a m e,1.645008
a s e ɾ k a m1 i1 e1 n1 t o,3.620747
a s e ɾ k1 a1 m o s,5.233331
a s1 e1 ɾ1 k a n,8.017523
a s e ɾ k1 a1 n1 d o,9.664693
a s e ɾ k1 a1 n1 d o m e,1.046234
a s e ɾ k1 a1 n1 d o n o s,2.334571
a s e ɾ k1 a1 n1 d o s e,11.832818
a s e ɾ k1 a1 o s,2.905244
a s e ɾ k1 a1 ɾ1,3.341896
a s e ɾ k1 a1 ɾ a,1.379126
a s e ɾ k a ɾ1 a1,1.335894
a s e ɾ k a ɾ1 e1,1.217003
a s e ɾ k1 a1 ɾ1 m e,13.534029
a s e ɾ k1 a1 ɾ1 n o s,7.401456
a s e ɾ k1 a1 ɾ o n,1.065689
a s e ɾ k1 a1 ɾ1 s e,19.794139
a s e ɾ k1 a1 ɾ1 t e,10.001909
a s1 e1 ɾ1 k a s,3.955801
a s1 e1 ɾ1 k a t e,28.168333
a s1 e1 ɾ1 k o,3.880144
a s e ɾ k1 o1,7.812167
a s1 e1 ɾ o,20.961424
a s1 e1 ɾ1 k e,10.479631
a s e ɾ k1 e,2.907406
a s1 e1 ɾ1 k e n,5.226846
a s1 e1 ɾ1 k e n s e,10.371549
a s1 e1 ɾ1 k e s,14.982328
a s1 e1 ɾ1 k e s e,7.546286
a s e ɾ t1 a1 d a,1.478562
a s e ɾ t1 a1 d o,3.90176
a s e ɾ t1 a1 ɾ1,1.6342
a s e ɾ t1 a1 s1 t e,1.299146
a s e ɾ t1 e1,1.258075
a s e ɾ t1 i1 x o,3.41323
a s e ɾ t1 i1 x o s,2.001679
a s e ɾ t1 o1,1.301307
a s i d1 e1 s1,1.184579
a1 s i d o,10.555289
a s1 i1 e1 ɾ1 t a,1.201872
a s1 i1 e1 ɾ1 t o,1.632038
a k1 l1 a1 ɾ a,1.951961
a k l a ɾ1 a1 d o,2.468593
a k l a ɾ1 a1 ɾ1,12.645595
a k l a ɾ a ɾ1 a1,1.009486
a k l a ɾ1 a1 ɾ1 l o,3.428361
a k l a ɾ1 a1 ɾ1 m e,1.376965
a k l a ɾ1 a1 ɾ1 t e,1.452622
a k1 l1 a1 ɾ e,1.913052
a k l a ɾ1 e1 m o s,2.226489
a k n1 e1,1.167286
a k o x e d1 o1 ɾ1,3.287855
a k o x e d1 o1 ɾ a,1.338055
a k o x1 i1 d a,3.153833
a k o m o d1 a1 ɾ1,1.446137
a k o m p1 a1 ɲ a,8.538479
a k o m p a ɲ1 a1 b a,1.327247
a k o m p a ɲ1 a1 d a,2.140024
a k o m p a ɲ1 a1 d o,4.574031
a k o m p1 a1 ɲ a m e,6.39197
a k o m p1 a1 ɲ a n,2.1270539999999998
a k o m p1 a1 ɲ a n o s,2.038427
a k o m p a ɲ1 a1 n1 t e,6.018006
a k o m p a ɲ1 a1 n1 t e s,1.900082
a k o m p a ɲ1 a1 ɾ1,5.248462
a k o m p a ɲ1 a1 ɾ a,1.699049
a k o m p a ɲ a ɾ1 a1,3.607777
a k o m p a ɲ a ɾ1 e1,4.900438
a k o m p a ɲ1 a1 ɾ1 l a,4.024974
a k o m p a ɲ1 a1 ɾ1 l e,2.073013
a k o m p a ɲ1 a1 ɾ1 l o,3.385128
a k o m p a ɲ1 a1 ɾ1 l o s,1.902243
a k o m p a ɲ1 a1 ɾ1 m e,15.996137
a k o m p a ɲ1 a1 ɾ1 n o s,8.836785
a k o m p a ɲ1 a1 ɾ1 t e,7.455497
a k o m p1 a1 ɲ a s,3.460786
a k o m p1 a1 ɲ e,11.134608
a k o m p1 a1 ɲ e m e,6.206069
a k o m p1 a1 ɲ e n,1.543411
a k o m p1 a1 ɲ e n m e,1.938991
a k o m p1 a1 ɲ e n o s,2.513987
a k o m p1 a1 ɲ e s,1.426682
a k o m p1 a1 ɲ o,9.746835
a k o m p a ɲ1 o1,1.839556
a k o n d i s i o n1 a1 d o,7.014522
a k o n d i s i o n a d1 o1 ɾ1,1.005163
a k o n s1 e1 x a,1.565027
a k o n s e x1 a1 ɾ1,1.100275
a k o n s e x a ɾ1 i1 a,1.111083
a k o n s e x1 a1 ɾ1 l e,1.102436
a k o n s e x1 a1 ɾ1 m e,1.007324
a k o n s e x1 a1 ɾ1 t e,1.078658
a k o n s1 e1 x o,6.895632
a k o n s e x1 o1,1.320762
a k o n t e s i m1 i1 e1 n1 t o,4.444332
a k o n t e s i m1 i1 e1 n1 t o s,6.000713
a k o p l a m1 i1 e1 n1 t o,1.013809
a k o ɾ a s1 a1 d o,1.556381
a k o ɾ d1 a1 d o,6.891309
a k o ɾ d1 a1 i1 s1,1.09379
a k o ɾ d1 a1 m o s,8.771936
a k o ɾ d1 a1 ɾ1,4.353543
a k o ɾ d a ɾ1 a1,1.422359
a k o ɾ d a ɾ1 a1 s1,1.394258
a k o ɾ d a ɾ1 e1,1.25159
a k o ɾ d1 a1 ɾ1 m e,6.288211
a k o ɾ d1 a1 ɾ o n,1.005163
a k o ɾ d1 a1 ɾ1 s e,2.576675
a k o ɾ d1 a1 ɾ1 t e,2.632878
a k o ɾ d1 a1 s1 t e,1.437491
a k1 o1 ɾ1 d e,3.143025
a k o ɾ d1 e1,3.019811
a k o ɾ d e o1 n1,1.160801
a k1 o1 ɾ1 d e s,1.443976
a k o ɾ d1 o1,2.027618
a k o r a l1 a1 d o,1.452622
a k o ɾ t1 a1 ɾ1,1.160801
a k1 o1 s a,1.05488
a k o s1 a1 d o,1.156477
a k o s a d1 o1 ɾ1,2.639363
a k o s1 a1 n1 d o,2.429684
a k o s1 a1 ɾ1,1.266721
a k o s1 a1 ɾ1 m e,1.158639
a k1 o1 s o,5.484081
a k o s t1 a1 b a,2.436168
a k o s t1 a1 d a,2.47724
a k o s t1 a1 d o,11.830656
a k o s t1 a1 m o s,2.317278
a k o s t1 a1 n1 d o,2.881466
a k o s t1 a1 n1 d o m e,1.033264
a k o s t1 a1 n1 d o s e,2.0881439999999998
a k o s t1 a1 n1 d o t e,1.482885
a k o s t1 a1 ɾ1,5.246301
a k o s t a ɾ1 e1,1.409389
a k o s t a ɾ1 i1 a,1.134861
a k o s t1 a1 ɾ1 m e,19.266698
a k o s t1 a1 ɾ1 n o s,3.655333
a k o s t1 a1 ɾ1 s e,18.352325
a k o s t1 a1 ɾ1 t e,17.005623
a k o s t1 a1 s1 t e,6.463304
a k o s t1 e1,6.508698
a k o s t1 u1 m1 b ɾ a,2.704212
a k o s t u m b1 ɾ1 a1 b a,2.014649
a k o s t u m b1 ɾ1 a1 d a,7.509538
a k o s t u m b1 ɾ1 a1 d o,13.828012
a k o s t u m b1 ɾ1 a1 d o s,3.287855
a k o s t u m b1 ɾ1 a1 n1 d o,1.904405
a k o s t u m b1 ɾ1 a1 ɾ1,1.134861
a k o s t u m b ɾ a ɾ1 a1 s1,1.990871
a k o s t u m b1 ɾ1 a1 ɾ1 m e,6.804843
a k o s t u m b1 ɾ1 a1 ɾ1 s e,5.909924
a k o s t u m b1 ɾ1 a1 ɾ1 t e,3.484564
a k o s t1 u1 m1 b ɾ a s,2.347541
a k o s t1 u1 m1 b ɾ a t e,3.679112
a k o s t u m b1 ɾ1 e1,1.195387
a k o s t1 u1 m1 b ɾ e s,1.413713
a k o s t1 u1 m1 b ɾ o,2.524796
a1 k ɾ e,1.05488
a k ɾ e e d1 o1 ɾ e s,1.262398
a1 k ɾ e s,3.099792
a k ɾ o b1 a1 s i a s,1.06785
a k1 ɾ1 o1 b a t a,1.245105
a1 k1 t a,5.365191
a1 k1 t a s,1.039749
a k t i t1 u1 d1,26.119098
a k t i t1 u1 d e s,1.420198
a k t1 i1 b a,8.607651
a k t i b a s1 i1 o1 n1,1.962769
a k t i b1 a1 d a,2.855527
a k t i b1 a1 d o,6.435203
a k t i b1 a1 d o s,1.560704
a k t i b1 a1 n1 d o,2.386451
a k t i b1 a1 ɾ1,5.412747
a k t i b a ɾ1 a1,1.041911
