a,22579.974
a a ɾ o n,1.366157
a b a d,2.103276
a b a d i a,2.483725
a b a x o,229.12953
a b a n d o n a,7.615458
a b a n d o n a d a,6.394132
a b a n d o n a d a s,1.089467
a b a n d o n a d o,20.500995
a b a n d o n a d o s,3.039266
a b a n d o n a m o s,2.120569
a b a n d o n a n,2.680434
a b a n d o n a n d o,2.684757
a b a n d o n a ɾ,26.004531
a b a n d o n a ɾ a,1.128376
a b a n d o n a ɾ a,1.993032
a b a n d o n a ɾ e,2.632878
a b a n d o n a ɾ i a,1.50234
a b a n d o n a ɾ l a,2.580998
a b a n d o n a ɾ l o,3.856366
a b a n d o n a ɾ l o s,1.577997
a b a n d o n a ɾ m e,3.713698
a b a n d o n a ɾ n o s,1.264559
a b a n d o n a ɾ o n,3.605616
a b a n d o n a ɾ t e,2.490209
a b a n d o n a s,2.379966
a b a n d o n a s t e,4.305987
a b a n d o n e,5.017167
a b a n d o n e,3.778547
a b a n d o n e n,3.865013
a b a n d o n e s,3.776385
a b a n d o n o,5.938025
a b a n d o n o,13.665889
a b a n i k o,1.52828
a b a ɾ k a,1.160801
a b a s t e s i m j e n t o,1.428844
a b a t i d o,2.574513
a b d o m e n,3.780709
a b d o m i n a l,2.691242
a b d o m i n a l e s,2.518311
a b e x a,6.346575
a b e x a s,8.214232
a b e r a s i o n,1.091628
a b e ɾ t u ɾ a,2.049235
a b j e ɾ t a,42.439481
a b j e ɾ t a m e n t e,3.875821
a b j e ɾ t a s,8.199101
a b j e ɾ t o,46.237482
a b j e ɾ t o s,17.353647
a b i s m o,6.560578
a b o ɡ a s i a,1.23862
a b o ɡ a d a,10.879535
a b o ɡ a d o,109.489234
a b o ɡ a d o s,26.769751
a b o m i n a b l e,1.89792
a b o m i n a s i o n,1.917375
a b o n o,2.057881
a b o ɾ d a x e,1.510986
a b o ɾ d a n d o,1.193225
a b o ɾ d a ɾ,4.725345
a b o ɾ d o,4.725345
a b o ɾ t a ɾ,3.78287
a b o ɾ t e n,1.450461
a b o ɾ t o,6.839429
a b o ɾ t o s,1.372641
a b ɾ a,30.617471
a b ɾ a k a d a b ɾ a,1.441814
a b ɾ a a m,6.212554
a b ɾ a l a,1.316439
a b ɾ a l o,1.327247
a b ɾ a m o s,2.120569
a b ɾ a n,32.716423
a b ɾ a s,7.840269
a b ɾ a s a,2.462108
a b ɾ a s a d o,1.035426
a b ɾ a s a m e,10.170517
a b ɾ a s a n d o,1.361833
a b ɾ a s a ɾ,3.860689
a b ɾ a s a ɾ l a,1.93683
a b ɾ a s a ɾ l o,1.575836
